date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:44:42	48531/48531	---MCZ	200	added ('OK')	application/javascript	etag:W/%227b50bf07b913ffccb00f2426732aa95f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/3f6cd29b-3113-40e8-bb96-f85fcc6a0aa0_362/8289.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/3f6cd29b-3113-40e8-bb96-f85fcc6a0aa0_362/8289.js	(from https://www.restorationtourgroup.com/cart)
08:44:42	2044/2044	---MCZ	200	added ('OK')	text/css	etag:W/%227673160fafb8fc7ae34ff047aa49991e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/website.components.imageFluid.styles.css	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/website.components.imageFluid.styles.css	(from https://www.restorationtourgroup.com/about-joe)
08:44:42	3073/3073	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218a545b58bd3658fd1f70a1fa5d4f81a%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-refracted-circles.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-refracted-circles.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:42	871/871	---M--	200	added ('OK')	application/javascript	etag:%22cca5c3d45bb84f9c1a898ee0234cb727%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/website.components.imageFluid.shared.constants.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/website.components.imageFluid.shared.constants.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:45	13331/13331	---MCZ	200	added ('OK')	application/javascript	etag:W/%220bc962e14b9ed33818520ae2357ddfee%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/8830.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/8830.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:45	10324/10324	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ef57ac2248d3b31646f3545d0a4d74a%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/9882.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/9882.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:46	17385/17385	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bdffcf807f95d7659728d80246d1ee11%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/website.components.imageFluid.visitor.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/website.components.imageFluid.visitor.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:47	87323/87323	---M-Z	200	added ('OK')	application/javascript	etag:W/%226cef32c6d41fd1a3e2197083c8a0fb67%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/748.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/748.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:47	12266/12266	---MCZ	200	added ('OK')	application/javascript	etag:W/%222077672666dbd79e500fc6b6c64c2860%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-refracted-lines.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-refracted-lines.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:48	8977/8977	---M-Z	200	added ('OK')	application/javascript	etag:W/%22523c44b465c0531681a1de2d21a321ec%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-liquid.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-liquid.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:48	8505/8505	---MCZ	200	added ('OK')	application/javascript	etag:W/%22791e8e59b8b768b06e6f983efd885acb%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-film-grain.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-film-grain.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:48	6320/6320	---MCZ	200	added ('OK')	application/javascript	etag:W/%228e29e82363fb2de2b1e4cda298e3fdc8%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-parallax.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b1a8fad6-1d97-4fe2-b1ac-9aa704188e46_183/image-effect-parallax.js	(from https://www.restorationtourgroup.com/about-joe)
08:44:53	44980/44980	---M-Z	200	added ('OK')	text/javascript	etag:W/%222076b177f5d901f826cdcc4ddb28e15b%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-ca5e7ce1a7fcce55-min.en-US.js	C:/My%20Web%20Sites/Tour%20Group/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-ca5e7ce1a7fcce55-min.en-US.js	(from https://www.restorationtourgroup.com/our-tours)
08:45:21	212417/212417	---M--	200	added ('OK')	image/jpeg	etag:CLjZ5vPvyokDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/397b5ba0-ae42-4cac-9a75-b55d15d6e8a6/Kirtland+(for+WEB)+2024+(853+of+890).jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/397b5ba0-ae42-4cac-9a75-b55d15d6e8a6/Kirtland+(for+WEB)+2024+(853+of+890).jpg	(from https://www.restorationtourgroup.com/about-joe)
08:45:23	1375642/1375642	---M-Z	200	added ('OK')	text/javascript	etag:%229daffd27529b8fdb45d6481017e09705%22	http://assets.squarespace.com/universal/scripts-compressed/common-f50e3fcaa4f36723-min.en-US.js	C:/My%20Web%20Sites/Tour%20Group/assets.squarespace.com/universal/scripts-compressed/common-f50e3fcaa4f36723-min.en-US.js	(from https://www.restorationtourgroup.com/cart)
08:45:29	226922/226922	---MCZ	200	added ('OK')	text/html	etag:W/%22c902f370b092a586b8342cf468b8d502--gzip%22	https://www.restorationtourgroup.com/hilary-weeks	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/hilary-weeks.html	(from https://www.restorationtourgroup.com/our-tours)
08:45:33	293582/293582	---M-Z	200	added ('OK')	text/html	etag:W/%227737892e5869a12653c5192287b31829--gzip%22	https://www.restorationtourgroup.com/brad-wilcox	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/brad-wilcox.html	(from https://www.restorationtourgroup.com/our-tours)
08:45:52	1375630/1375630	---M-Z	200	added ('OK')	text/javascript	etag:%22aa2e6070298fc1e0c56fbce05acba9d1%22	http://assets.squarespace.com/universal/scripts-compressed/common-0d8c503e8256e77f-min.en-US.js	C:/My%20Web%20Sites/Tour%20Group/assets.squarespace.com/universal/scripts-compressed/common-0d8c503e8256e77f-min.en-US.js	(from https://www.restorationtourgroup.com/our-tours)
08:45:53	840882/840882	---M--	200	added ('OK')	image/jpeg	etag:CMWO87HwyokDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/f9359e8c-7d91-414a-b42c-e63e0129cfb5/20230314_144543+(1).jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/f9359e8c-7d91-414a-b42c-e63e0129cfb5/20230314_144543+(1).jpg	(from https://www.restorationtourgroup.com/about-joe)
08:45:53	229423/229423	---M-Z	200	added ('OK')	text/html	etag:W/%22d2bc361939485ec68d1c160b7ef65cae--gzip%22	https://www.restorationtourgroup.com/nashville-tribute-band-1	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/nashville-tribute-band-1.html	(from https://www.restorationtourgroup.com/our-tours)
08:45:53	2258769/2258769	---M--	200	added ('OK')	image/png	etag:CIesxbqVwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/6c5d3708-0043-473d-9e2b-88828f3b1bab/Hillary+Weeks.png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/6c5d3708-0043-473d-9e2b-88828f3b1bab/Hillary+Weeks.png	(from https://www.restorationtourgroup.com/our-tours)
08:45:53	2457797/2457797	---M--	200	added ('OK')	image/png	etag:CJ6To8OVwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/21d49d68-dcab-4007-839e-b632a10a1401/Brad+Wilcox.png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/21d49d68-dcab-4007-839e-b632a10a1401/Brad+Wilcox.png	(from https://www.restorationtourgroup.com/our-tours)
08:45:54	13382/13382	---MCZ	200	added ('OK')	text/css	etag:W/%22a0757566ffd5f86587f0973eda42a697%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/61b63d06-020d-4261-94a0-c9451f522b18_364/website.components.form.styles.css	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/61b63d06-020d-4261-94a0-c9451f522b18_364/website.components.form.styles.css	(from https://www.restorationtourgroup.com/contact-us)
08:45:54	2140885/2140885	---M--	200	added ('OK')	image/png	etag:CO+l4oH+hpADEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/5e5763f4-c70d-40af-9abe-7085d03a648f/Nashville+Tribute+Band+(1).png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/5e5763f4-c70d-40af-9abe-7085d03a648f/Nashville+Tribute+Band+(1).png	(from https://www.restorationtourgroup.com/our-tours)
08:45:54	7142/7142	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e26bd182b10ba1b882a1a657fef2219%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/61b63d06-020d-4261-94a0-c9451f522b18_364/website.components.form.visitor.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/61b63d06-020d-4261-94a0-c9451f522b18_364/website.components.form.visitor.js	(from https://www.restorationtourgroup.com/contact-us)
08:45:57	44980/44980	---M-Z	200	added ('OK')	text/javascript	etag:%228054a67608139a92dd135962f3b56225%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-3086eae4cf3c79bc-min.en-US.js	C:/My%20Web%20Sites/Tour%20Group/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-3086eae4cf3c79bc-min.en-US.js	(from https://www.restorationtourgroup.com/booking)
08:45:57	98139/98139	---M--	200	added ('OK')	image/jpeg	etag:CNfrxNzuyokDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/e4865215-d3d7-4520-b790-26408c44ee24/Kirtland+(for+WEB)+2024+(815+of+890).jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/e4865215-d3d7-4520-b790-26408c44ee24/Kirtland+(for+WEB)+2024+(815+of+890).jpg	(from https://www.restorationtourgroup.com/contact-us)
08:45:57	115/115	---M--	200	added ('OK')	text/css	etag:%2233ac223a5984b3b45301086d0c80c43d%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.code/954917bf-6871-448c-a496-41a115495509_238/website.components.code.styles.css	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.code/954917bf-6871-448c-a496-41a115495509_238/website.components.code.styles.css	(from https://www.restorationtourgroup.com/booking)
08:45:58	3672/3672	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d53ffaa7545bc178deec1593fa5063c%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.code/954917bf-6871-448c-a496-41a115495509_238/website.components.code.visitor.js	C:/My%20Web%20Sites/Tour%20Group/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.code/954917bf-6871-448c-a496-41a115495509_238/website.components.code.visitor.js	(from https://www.restorationtourgroup.com/booking)
08:45:58	132109/132109	---MCZ	200	added ('OK')	text/html	etag:W/%2284ef95ba5c8c33b495170df8b97c6fb8--gzip%22	https://www.restorationtourgroup.com/traveler-information-form	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/traveler-information-form.html	(from https://www.restorationtourgroup.com/booking)
08:45:59	375914/375914	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2017%20Feb%202026%2014:37:07%20GMT	https://sdks.shopifycdn.com/buy-button/latest/buy-button-storefront.min.js	C:/My%20Web%20Sites/Tour%20Group/sdks.shopifycdn.com/buy-button/latest/buy-button-storefront.min.js	(from https://www.restorationtourgroup.com/booking)
08:45:59	2140885/2140885	---M--	200	added ('OK')	image/png	etag:CM7um4j1g5ADEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/6899b666-76d1-483e-a78d-422852581e6c/Nashville+Tribute+Band+(1).png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/6899b666-76d1-483e-a78d-422852581e6c/Nashville+Tribute+Band+(1).png	(from https://www.restorationtourgroup.com/booking)
08:46:00	1139556/1139556	---M--	200	added ('OK')	image/jpeg	etag:CMWEj5eZwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/07ccd828-c019-4a5e-b0ca-31ca752968e5/318106940_692306378919783_5692530431358689383_n.jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/07ccd828-c019-4a5e-b0ca-31ca752968e5/318106940_692306378919783_5692530431358689383_n.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:00	602956/602956	---M--	200	added ('OK')	image/jpeg	etag:CPK5vLGZwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/a5b13b7d-987f-414b-8dcc-66acabb93580/cpgqik2ds9fs8ktmxxzoruxy5863bwhtycp1vtvt_w1920.jpeg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/a5b13b7d-987f-414b-8dcc-66acabb93580/cpgqik2ds9fs8ktmxxzoruxy5863bwhtycp1vtvt_w1920.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:00	672911/672911	---M--	200	added ('OK')	image/jpeg	etag:CKD937qZwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/7c572200-a96c-494d-9fd2-2e7ee78b0700/o3zj7ibpuq1v5sknbrsuxo4v4cwx7mx3p3crl7m1_w1920.jpeg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/7c572200-a96c-494d-9fd2-2e7ee78b0700/o3zj7ibpuq1v5sknbrsuxo4v4cwx7mx3p3crl7m1_w1920.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:01	613409/613409	---M--	200	added ('OK')	image/jpeg	etag:CLv3tsuZwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/1e9580f3-9b55-420e-b27f-5dc458065d3e/194b3eeac81a11edbe45eeeeac1e3ffe1e8664ca_w1920.jpeg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/1e9580f3-9b55-420e-b27f-5dc458065d3e/194b3eeac81a11edbe45eeeeac1e3ffe1e8664ca_w1920.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:01	119028/119028	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2265e8f2131e11fba217f38d3728678ee2%22	https://www.restorationtourgroup.com/%22//cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FGeXA4A8INJ4&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DGeXA4A8INJ4&image=http%3A%2F%2Fi.ytimg.com%2Fvi%2FGeXA4A8INJ4%2Fhqdefault.jpg&type=text%2Fhtml&schema=youtube\%22	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/_/cdn.embedly.com/widgets/media.62f9be.delayed	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:01	77845/77845	---M--	200	added ('OK')	image/jpeg	etag:CMf+xsSawo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/b75cb6aa-f988-420e-8dcc-88145a064586/hilary-weeks.jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/b75cb6aa-f988-420e-8dcc-88145a064586/hilary-weeks.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:02	119028/119028	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2265e8f2131e11fba217f38d3728678ee2%22	https://www.restorationtourgroup.com/%22//cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FlvQ0Sj6Qm_Y%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DlvQ0Sj6Qm_Y&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FlvQ0Sj6Qm_Y%2Fhqdefault.jpg&type=text%2Fhtml&schema=youtube\%22	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/_/cdn.embedly.com/widgets/media.649362.delayed	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:02	1039298/1039298	---M--	200	added ('OK')	image/jpeg	etag:CIyD24bXxokDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/c75b69b3-75b5-4d62-ab04-8d8f09b4e0d5/20240914_114808.jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/c75b69b3-75b5-4d62-ab04-8d8f09b4e0d5/20240914_114808.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:02	656277/656277	---M--	200	added ('OK')	image/jpeg	etag:CJezopjXxokDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/3278d38e-e329-403e-96fd-d043fd8bac51/DSC_0064.NEF+(1).jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/3278d38e-e329-403e-96fd-d043fd8bac51/DSC_0064.NEF+(1).jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:03	1260149/1260149	---M--	200	added ('OK')	image/jpeg	etag:CKGp6pnaxokDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/340f01cb-f998-4c50-9a42-8a1588f1369d/20160801_120910~2.jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/340f01cb-f998-4c50-9a42-8a1588f1369d/20160801_120910_2.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:03	1133287/1133287	---M--	200	added ('OK')	image/jpeg	etag:CIykrvrbxokDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/e5bc15db-2a33-43b8-894d-5cd53853109c/20240317_154522.jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/e5bc15db-2a33-43b8-894d-5cd53853109c/20240317_154522.jpg	(from https://www.restorationtourgroup.com/hilary-weeks)
08:46:03	474680/474680	---M--	200	added ('OK')	image/jpeg	etag:CPGAgJmjwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/0afe36ab-6946-4e6b-88d9-00c0f903a6de/FANNTLU7ZLRZUMI5V4COACBD7A.jpg	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/0afe36ab-6946-4e6b-88d9-00c0f903a6de/FANNTLU7ZLRZUMI5V4COACBD7A.jpg	(from https://www.restorationtourgroup.com/brad-wilcox)
08:46:04	454868/454868	---M--	200	added ('OK')	image/png	etag:CLartrGjwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/00c51ddb-dd62-4ee2-b03a-625741efb568/JFOMTAXKNFCJ7MMUTZXFJZULKQ.png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/00c51ddb-dd62-4ee2-b03a-625741efb568/JFOMTAXKNFCJ7MMUTZXFJZULKQ.png	(from https://www.restorationtourgroup.com/brad-wilcox)
08:46:04	119028/119028	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2265e8f2131e11fba217f38d3728678ee2%22	https://www.restorationtourgroup.com/%22//cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FyLXr9it_pbY%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DyLXr9it_pbY&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FyLXr9it_pbY%2Fhqdefault.jpg&type=text%2Fhtml&schema=youtube\%22	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/_/cdn.embedly.com/widgets/media.6b167a.delayed	(from https://www.restorationtourgroup.com/brad-wilcox)
08:46:05	6330458/6330458	---M--	200	added ('OK')	image/png	etag:CKDvpsKjwo8DEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/1016ef33-9c19-42c8-a960-9e718eec9581/IZ3GDTEGTZFTN3AKNYFFRFYXZQ.png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/1016ef33-9c19-42c8-a960-9e718eec9581/IZ3GDTEGTZFTN3AKNYFFRFYXZQ.png	(from https://www.restorationtourgroup.com/brad-wilcox)
08:46:05	119028/119028	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2265e8f2131e11fba217f38d3728678ee2%22	https://www.restorationtourgroup.com/%22//cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FpRyajI9Hjjo%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DpRyajI9Hjjo&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FpRyajI9Hjjo%2Fhqdefault.jpg&type=text%2Fhtml&schema=youtube\%22	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/_/cdn.embedly.com/widgets/media.6dbc04.delayed	(from https://www.restorationtourgroup.com/brad-wilcox)
08:46:07	44980/44980	---M-Z	200	added ('OK')	text/javascript	etag:%228806d0dec858e19ad087c61ca9d449d4%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-c7db51c2f47ad6c6-min.en-US.js	C:/My%20Web%20Sites/Tour%20Group/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-c7db51c2f47ad6c6-min.en-US.js	(from https://www.restorationtourgroup.com/nashville-tribute-band-1)
08:46:07	1058275/1058275	---M--	200	added ('OK')	image/png	etag:CKjQztvzg5ADEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/cc431ccc-ee8b-436c-915c-d0cf3e972ca2/Untitled+design+(5).png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/cc431ccc-ee8b-436c-915c-d0cf3e972ca2/Untitled+design+(5).png	(from https://www.restorationtourgroup.com/nashville-tribute-band-1)
08:46:08	1495367/1495367	---M--	200	added ('OK')	image/png	etag:CIH/i7nY2ooDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/06ca5c61-dfb3-4345-9d11-71c1292ed630/main-band-image-expanded-more.png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/06ca5c61-dfb3-4345-9d11-71c1292ed630/main-band-image-expanded-more.png	(from https://www.restorationtourgroup.com/nashville-tribute-band-1)
08:46:08	119028/119028	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2265e8f2131e11fba217f38d3728678ee2%22	https://www.restorationtourgroup.com/%22//cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FAR5eE7JddaM%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DAR5eE7JddaM&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FAR5eE7JddaM%2Fhqdefault.jpg&type=text%2Fhtml&schema=youtube\%22	C:/My%20Web%20Sites/Tour%20Group/www.restorationtourgroup.com/_/cdn.embedly.com/widgets/media.718c97.delayed	(from https://www.restorationtourgroup.com/nashville-tribute-band-1)
08:46:08	2248442/2248442	---M--	200	added ('OK')	image/png	etag:CJbOh/P84YoDEAE=	https://images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/5818f2c5-7a22-45b5-bdbb-48669cc1272e/nashvilletributeband_promo_2020.png	C:/My%20Web%20Sites/Tour%20Group/images.squarespace-cdn.com/content/v1/672a808850e55e3c854520da/5818f2c5-7a22-45b5-bdbb-48669cc1272e/nashvilletributeband_promo_2020.png	(from https://www.restorationtourgroup.com/nashville-tribute-band-1)
